# step time[s] dt[s] max_speed[m/s] max_vorticity[1/s] max_delta_omega poisson_iters
69880 9.8135843309e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
69920 9.8192966082e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
69960 9.8250088856e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70000 9.8307211630e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70040 9.8364334403e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70080 9.8421457177e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70120 9.8478579951e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70160 9.8535702724e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70200 9.8592825498e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70240 9.8649948272e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70280 9.8707071046e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70320 9.8764193819e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70360 9.8821316593e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70400 9.8878439367e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70440 9.8935562140e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70480 9.8992684914e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70520 9.9049807688e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70560 9.9106930461e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70600 9.9164053235e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70640 9.9221176009e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70680 9.9278298782e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70720 9.9335421556e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70760 9.9392544330e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70800 9.9449667103e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70840 9.9506789877e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70880 9.9563912651e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70920 9.9621035424e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
70960 9.9678158198e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71000 9.9735280972e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71040 9.9792403745e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71080 9.9849526519e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71120 9.9906649293e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71160 9.9963772067e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71200 1.0002089484e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71240 1.0007801761e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71280 1.0013514039e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71320 1.0019226316e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71360 1.0024938593e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71400 1.0030650871e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71440 1.0036363148e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71480 1.0042075426e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71520 1.0047787703e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71560 1.0053499980e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71600 1.0059212258e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71640 1.0064924535e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71680 1.0070636812e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71720 1.0076349090e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71760 1.0082061367e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71800 1.0087773645e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71840 1.0093485922e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71880 1.0099198199e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71920 1.0104910477e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
71960 1.0110622754e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72000 1.0116335031e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72040 1.0122047309e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72080 1.0127759586e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72120 1.0133471863e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72160 1.0139184141e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72200 1.0144896418e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72240 1.0150608696e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72280 1.0156320973e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72320 1.0162033250e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72360 1.0167745528e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72400 1.0173457805e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72440 1.0179170082e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72480 1.0184882360e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72520 1.0190594637e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72560 1.0196306915e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72600 1.0202019192e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72640 1.0207731469e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72680 1.0213443747e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72720 1.0219156024e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72760 1.0224868301e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72800 1.0230580579e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72840 1.0236292856e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72880 1.0242005133e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72920 1.0247717411e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
72960 1.0253429688e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73000 1.0259141966e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73040 1.0264854243e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73080 1.0270566520e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73120 1.0276278798e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73160 1.0281991075e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73200 1.0287703352e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73240 1.0293415630e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73280 1.0299127907e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73320 1.0304840185e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73360 1.0310552462e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73400 1.0316264739e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73440 1.0321977017e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73480 1.0327689294e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73520 1.0333401571e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73560 1.0339113849e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73600 1.0344826126e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73640 1.0350538403e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73680 1.0356250681e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73720 1.0361962958e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73760 1.0367675236e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73800 1.0373387513e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73840 1.0379099790e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73880 1.0384812068e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73920 1.0390524345e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
73960 1.0396236622e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74000 1.0401948900e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74040 1.0407661177e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74080 1.0413373455e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74120 1.0419085732e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74160 1.0424798009e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74200 1.0430510287e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74240 1.0436222564e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74280 1.0441934841e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74320 1.0447647119e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74360 1.0453359396e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74400 1.0459071673e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74440 1.0464783951e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74480 1.0470496228e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74520 1.0476208506e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74560 1.0481920783e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74600 1.0487633060e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74640 1.0493345338e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74680 1.0499057615e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74720 1.0504769892e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74760 1.0510482170e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74800 1.0516194447e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74840 1.0521906725e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74880 1.0527619002e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74920 1.0533331279e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
74960 1.0539043557e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75000 1.0544755834e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75040 1.0550468111e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75080 1.0556180389e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75120 1.0561892666e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75160 1.0567604943e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75200 1.0573317221e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75240 1.0579029498e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75280 1.0584741776e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75320 1.0590454053e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75360 1.0596166330e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75400 1.0601878608e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75440 1.0607590885e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75480 1.0613303162e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75520 1.0619015440e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75560 1.0624727717e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75600 1.0630439995e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75640 1.0636152272e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75680 1.0641864549e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75720 1.0647576827e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75760 1.0653289104e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75800 1.0659001381e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75840 1.0664713659e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75880 1.0670425936e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75920 1.0676138213e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
75960 1.0681850491e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76000 1.0687562768e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76040 1.0693275046e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76080 1.0698987323e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76120 1.0704699600e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76160 1.0710411878e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76200 1.0716124155e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76240 1.0721836432e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76280 1.0727548710e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76320 1.0733260987e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76360 1.0738973265e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76400 1.0744685542e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76440 1.0750397819e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76480 1.0756110097e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76520 1.0761822374e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76560 1.0767534651e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76600 1.0773246929e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76640 1.0778959206e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76680 1.0784671483e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76720 1.0790383761e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76760 1.0796096038e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76800 1.0801808316e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76840 1.0807520593e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76880 1.0813232870e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76920 1.0818945148e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
76960 1.0824657425e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77000 1.0830369702e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77040 1.0836081980e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77080 1.0841794257e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77120 1.0847506535e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77160 1.0853218812e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77200 1.0858931089e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77240 1.0864643367e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77280 1.0870355644e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77320 1.0876067921e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77360 1.0881780199e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77400 1.0887492476e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77440 1.0893204753e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77480 1.0898917031e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77520 1.0904629308e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77560 1.0910341586e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77600 1.0916053863e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77640 1.0921766140e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77680 1.0927478418e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77720 1.0933190695e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77760 1.0938902972e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77800 1.0944615250e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77840 1.0950327527e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77880 1.0956039805e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77920 1.0961752082e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
77960 1.0967464359e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78000 1.0973176637e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78040 1.0978888914e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78080 1.0984601191e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78120 1.0990313469e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78160 1.0996025746e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78200 1.1001738023e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78240 1.1007450301e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78280 1.1013162578e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78320 1.1018874856e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78360 1.1024587133e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78400 1.1030299410e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78440 1.1036011688e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78480 1.1041723965e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78520 1.1047436242e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78560 1.1053148520e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78600 1.1058860797e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78640 1.1064573075e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78680 1.1070285352e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78720 1.1075997629e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78760 1.1081709907e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78800 1.1087422184e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78840 1.1093134461e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78880 1.1098846739e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78920 1.1104559016e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
78960 1.1110271293e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79000 1.1115983571e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79040 1.1121695848e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79080 1.1127408126e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79120 1.1133120403e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79160 1.1138832680e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79200 1.1144544958e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79240 1.1150257235e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79280 1.1155969512e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79320 1.1161681790e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79360 1.1167394067e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79400 1.1173106345e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79440 1.1178818622e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79480 1.1184530899e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79520 1.1190243177e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79560 1.1195955454e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79600 1.1201667731e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79640 1.1207380009e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79680 1.1213092286e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79720 1.1218804563e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79760 1.1224516841e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79800 1.1230229118e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79840 1.1235941396e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79880 1.1241653673e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79920 1.1247365950e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
79960 1.1253078228e-01 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
