# step time[s] dt[s] max_speed[m/s] max_vorticity[1/s] max_delta_omega poisson_iters
31240 4.2955243931e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31280 4.3012366705e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31320 4.3069489478e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31360 4.3126612252e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31400 4.3183735026e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31440 4.3240857799e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31480 4.3297980573e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31520 4.3355103347e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31560 4.3412226121e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31600 4.3469348894e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31640 4.3526471668e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31680 4.3583594442e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31720 4.3640717215e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31760 4.3697839989e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31800 4.3754962763e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31840 4.3812085536e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31880 4.3869208310e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31920 4.3926331084e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
31960 4.3983453857e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32000 4.4040576631e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32040 4.4097699405e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32080 4.4154822178e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32120 4.4211944952e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32160 4.4269067726e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32200 4.4326190499e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32240 4.4383313273e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32280 4.4440436047e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32320 4.4497558820e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32360 4.4554681594e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32400 4.4611804368e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32440 4.4668927142e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32480 4.4726049915e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32520 4.4783172689e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32560 4.4840295463e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32600 4.4897418236e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32640 4.4954541010e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32680 4.5011663784e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32720 4.5068786557e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32760 4.5125909331e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32800 4.5183032105e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32840 4.5240154878e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32880 4.5297277652e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32920 4.5354400426e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
32960 4.5411523199e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33000 4.5468645973e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33040 4.5525768747e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33080 4.5582891520e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33120 4.5640014294e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33160 4.5697137068e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33200 4.5754259841e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33240 4.5811382615e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33280 4.5868505389e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33320 4.5925628163e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33360 4.5982750936e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33400 4.6039873710e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33440 4.6096996484e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33480 4.6154119257e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33520 4.6211242031e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33560 4.6268364805e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33600 4.6325487578e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33640 4.6382610352e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33680 4.6439733126e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33720 4.6496855899e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33760 4.6553978673e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33800 4.6611101447e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33840 4.6668224220e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33880 4.6725346994e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33920 4.6782469768e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
33960 4.6839592541e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34000 4.6896715315e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34040 4.6953838089e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34080 4.7010960863e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34120 4.7068083636e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34160 4.7125206410e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34200 4.7182329184e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34240 4.7239451957e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34280 4.7296574731e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34320 4.7353697505e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34360 4.7410820278e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34400 4.7467943052e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34440 4.7525065826e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34480 4.7582188599e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34520 4.7639311373e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34560 4.7696434147e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34600 4.7753556920e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34640 4.7810679694e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34680 4.7867802468e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34720 4.7924925241e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34760 4.7982048015e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34800 4.8039170789e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34840 4.8096293562e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34880 4.8153416336e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34920 4.8210539110e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
34960 4.8267661884e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35000 4.8324784657e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35040 4.8381907431e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35080 4.8439030205e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35120 4.8496152978e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35160 4.8553275752e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35200 4.8610398526e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35240 4.8667521299e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35280 4.8724644073e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35320 4.8781766847e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35360 4.8838889620e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35400 4.8896012394e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35440 4.8953135168e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35480 4.9010257941e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35520 4.9067380715e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35560 4.9124503489e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35600 4.9181626262e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35640 4.9238749036e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35680 4.9295871810e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35720 4.9352994584e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35760 4.9410117357e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35800 4.9467240131e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35840 4.9524362905e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35880 4.9581485678e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35920 4.9638608452e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
35960 4.9695731226e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36000 4.9752853999e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36040 4.9809976773e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36080 4.9867099547e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36120 4.9924222320e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36160 4.9981345094e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36200 5.0038467868e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36240 5.0095590641e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36280 5.0152713415e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36320 5.0209836189e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36360 5.0266958962e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36400 5.0324081736e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36440 5.0381204510e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36480 5.0438327283e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36520 5.0495450057e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36560 5.0552572831e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36600 5.0609695605e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36640 5.0666818378e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36680 5.0723941152e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36720 5.0781063926e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36760 5.0838186699e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36800 5.0895309473e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36840 5.0952432247e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36880 5.1009555020e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36920 5.1066677794e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
36960 5.1123800568e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37000 5.1180923341e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37040 5.1238046115e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37080 5.1295168889e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37120 5.1352291662e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37160 5.1409414436e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37200 5.1466537210e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37240 5.1523659983e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37280 5.1580782757e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37320 5.1637905531e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37360 5.1695028305e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37400 5.1752151078e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37440 5.1809273852e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37480 5.1866396626e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37520 5.1923519399e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37560 5.1980642173e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37600 5.2037764947e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37640 5.2094887720e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37680 5.2152010494e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37720 5.2209133268e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37760 5.2266256041e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37800 5.2323378815e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37840 5.2380501589e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37880 5.2437624362e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37920 5.2494747136e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
37960 5.2551869910e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38000 5.2608992683e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38040 5.2666115457e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38080 5.2723238231e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38120 5.2780361004e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38160 5.2837483778e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38200 5.2894606552e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38240 5.2951729326e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38280 5.3008852099e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38320 5.3065974873e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38360 5.3123097647e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38400 5.3180220420e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38440 5.3237343194e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38480 5.3294465968e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38520 5.3351588741e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38560 5.3408711515e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38600 5.3465834289e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38640 5.3522957062e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38680 5.3580079836e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38720 5.3637202610e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38760 5.3694325383e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38800 5.3751448157e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38840 5.3808570931e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38880 5.3865693704e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38920 5.3922816478e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
38960 5.3979939252e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39000 5.4037062026e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39040 5.4094184799e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39080 5.4151307573e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39120 5.4208430347e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39160 5.4265553120e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39200 5.4322675894e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39240 5.4379798668e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39280 5.4436921441e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39320 5.4494044215e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39360 5.4551166989e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39400 5.4608289762e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39440 5.4665412536e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39480 5.4722535310e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39520 5.4779658083e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39560 5.4836780857e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39600 5.4893903631e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39640 5.4951026404e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39680 5.5008149178e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39720 5.5065271952e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39760 5.5122394725e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39800 5.5179517499e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39840 5.5236640273e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39880 5.5293763047e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39920 5.5350885820e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
39960 5.5408008594e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40000 5.5465131368e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40040 5.5522254141e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40080 5.5579376915e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40120 5.5636499689e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40160 5.5693622462e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40200 5.5750745236e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40240 5.5807868010e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40280 5.5864990783e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40320 5.5922113557e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40360 5.5979236331e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40400 5.6036359104e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
40440 5.6093481878e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
